,Unnamed: 0,compound,negative,neutral,positive,screen_name,created_at,full_text,full_text_3,retweet_count,favorite_count,user_mentions
1811,1811,0.0,0.11199999999999999,0.733,0.155,TheStalwart,2019-04-16 20:48:44,RT Apple and Qualcomm agreed to end a twoyear legal battle over billions of dollars of licensing fees sending Qualcomm shar ,"Apple and Qualcomm agreed to end a two-year legal battle over billions of dollars of licensing fees, sending Qualcomm shares up 20 percent https://t.co/zlxXQSLG41",2,0,"[{""screen_name"": ""BloombergCA"", ""name"": ""Bloomberg Canada"", ""id"": 2585696372, ""id_str"": ""2585696372"", ""indices"": [3, 15]}]"
1812,1812,0.0,0.0,1.0,0.0,TheStalwart,2019-04-16 21:31:28,RT The people have spoken Kraken is delisting BitcoinSV delistBSV,The people have spoken. Kraken is delisting BitcoinSV: https://t.co/8lSUfEYUYr #delistBSV,1499,0,"[{""screen_name"": ""krakenfx"", ""name"": ""Kraken Exchange"", ""id"": 1399148563, ""id_str"": ""1399148563"", ""indices"": [3, 12]}]"
1813,1813,-0.7876,0.166,0.8340000000000001,0.0,TheStalwart,2019-04-16 21:44:41,Whats the German word for when theres a longtime NYC institution eg a restaurant store or movie theater that you literally never go to but the thought of which one day maybe closing down makes you anxious and angry,,17,258,[]
1814,1814,0.0,0.0,1.0,0.0,TheStalwart,2019-04-16 21:47:31,Cause I just got that walking past Yonah Schimmels,,1,28,[]
1815,1815,0.0,0.0,1.0,0.0,TheStalwart,2019-04-16 22:20:54,RT this reminds me of the Seinfeld when the mom and pop shop closed down And George asked ,"@NateSilver538 @TheStalwart this reminds me of the Seinfeld when the ""mom and pop"" shop closed down. And George asked ""What's so great about a mom and pop shop? If my mom and pop ran a shop, I wouldn't go there.""",2,0,"[{""screen_name"": ""morningmoneyben"", ""name"": ""Ben White"", ""id"": 135575282, ""id_str"": ""135575282"", ""indices"": [3, 19]}, {""screen_name"": ""NateSilver538"", ""name"": ""Nate Silver"", ""id"": 16017475, ""id_str"": ""16017475"", ""indices"": [21, 35]}, {""screen_name"": ""TheStalwart"", ""name"": ""Joe Weisenthal"", ""id"": 14096763, ""id_str"": ""14096763"", ""indices"": [36, 48]}]"
1816,1816,-0.1531,0.615,0.385,0.0,TheStalwart,2019-04-17 08:04:27,Whatd I miss,,0,3,[]
1817,1817,0.0,0.0,1.0,0.0,TheStalwart,2019-04-17 08:50:18,RT UK inflation unexpectedly stayed below target last month ,UK inflation unexpectedly stayed below target last month https://t.co/dpsxO20AXo,5,0,"[{""screen_name"": ""economics"", ""name"": ""Bloomberg Economics"", ""id"": 144274618, ""id_str"": ""144274618"", ""indices"": [3, 13]}]"
1818,1818,-0.0258,0.17,0.667,0.163,TheStalwart,2019-04-17 09:09:35,Shares of the soccer team Juventus plunging after loss to Ajax ,,8,23,[]
1819,1819,0.7845,0.0,0.706,0.294,TheStalwart,2019-04-17 09:11:43,Small businesses in China can now obtain cheaper credit if they study the thinking of Xi Jinping and promote the communist party ,,6,14,[]
1820,1820,0.2732,0.19399999999999998,0.57,0.23600000000000002,TheStalwart,2019-04-17 09:13:32,Wow Healthcare stocks lost 28 billion in value yesterday as fears of Medicare For All start to grow via ,,17,33,"[{""screen_name"": ""ArmstrongDrew"", ""name"": ""Drew Armstrong"", ""id"": 84684955, ""id_str"": ""84684955"", ""indices"": [133, 147]}]"
1821,1821,0.6249,0.0,0.196,0.804,TheStalwart,2019-04-17 10:17:52, Great shot,,0,1,"[{""screen_name"": ""A_Riley17"", ""name"": ""Anne Riley Moffat"", ""id"": 1851909823, ""id_str"": ""1851909823"", ""indices"": [0, 10]}]"
1822,1822,0.0,0.0,1.0,0.0,TheStalwart,2019-04-17 10:22:19,The Argentine central bank tightened monetary policy three times in the last month and inflation is still accelerating to a pace of 547 ,,19,33,[]
1823,1823,0.0,0.0,1.0,0.0,TheStalwart,2019-04-17 10:29:36,RT The sunrise as of about 609 am today April 17 The Christodora House on Avenue B is in the background ,The sunrise as of about 6:09 a.m. today (April 17). The Christodora House on Avenue B is in the background. https://t.co/vjbDWoddGc,12,0,"[{""screen_name"": ""evgrieve"", ""name"": ""evgrieve"", ""id"": 17598047, ""id_str"": ""17598047"", ""indices"": [3, 12]}]"
1824,1824,0.3182,0.0,0.753,0.247,TheStalwart,2019-04-17 10:41:33,RT CSX cautiously optimistic on the economic environment ,$CSX cautiously optimistic on the economic environment. https://t.co/G6GtxngVct https://t.co/F4cq51MTsX,2,0,"[{""screen_name"": ""bluff_capital"", ""name"": ""North Bluff Capital"", ""id"": 849319340818169856, ""id_str"": ""849319340818169856"", ""indices"": [3, 17]}]"
1825,1825,0.0,0.0,1.0,0.0,TheStalwart,2019-04-17 10:44:05,RT Juventus dives ,Juventus dives https://t.co/ryPfS0CJI6 https://t.co/M9ALQtEtVk,65,0,"[{""screen_name"": ""markets"", ""name"": ""Bloomberg Markets"", ""id"": 69620713, ""id_str"": ""69620713"", ""indices"": [3, 11]}]"
1826,1826,0.7351,0.0,0.733,0.267,TheStalwart,2019-04-17 10:50:02,RT Super cool story by about the cult Japanese retailer making billions breaking all the rules and selling everythi ,Super cool story by @lisadont about the cult Japanese retailer making billions breaking all the rules -- and selling everything from humidifiers to sex toys https://t.co/aSLsrD0Brp via @business https://t.co/ahu3lH1EVJ,12,0,"[{""screen_name"": ""gretlerc"", ""name"": ""Corinne Gretler"", ""id"": 470044121, ""id_str"": ""470044121"", ""indices"": [3, 12]}, {""screen_name"": ""lisadont"", ""name"": ""Lisa Du"", ""id"": 21250548, ""id_str"": ""21250548"", ""indices"": [34, 43]}]"
1827,1827,0.0,0.0,1.0,0.0,TheStalwart,2019-04-17 11:03:04,RT Notes on the learning technology revolution The folks in the edtech office at my university cant even return email or r ,"Notes on the ""learning technology revolution"": The folks in the #edtech office at my university can't even return email or respond to queries sent through their online portal. Somehow I don't think they'll be ""disrupting"" higher education anytime soon. #justthebasicsfolks",2,0,"[{""screen_name"": ""STS_News"", ""name"": ""Lee Vinsel"", ""id"": 433747438, ""id_str"": ""433747438"", ""indices"": [3, 12]}]"
1828,1828,0.0,0.0,1.0,0.0,TheStalwart,2019-04-17 11:03:43,MS 23,,0,3,[]
1829,1829,0.0,0.0,1.0,0.0,TheStalwart,2019-04-17 11:05:27,In todays newsletter I wrote about how Medicare For All could be an antidote to market bubbles Sign up for the newsletter here ,,2,15,"[{""screen_name"": ""markets"", ""name"": ""Bloomberg Markets"", ""id"": 69620713, ""id_str"": ""69620713"", ""indices"": [11, 19]}]"
1830,1830,0.0,0.0,1.0,0.0,TheStalwart,2019-04-17 11:06:57,RT Restoration of Notre Dame should be mindful of its past while revealing its unique potential as an urban mixeduse developm ,"Restoration of Notre Dame should be mindful of its past while revealing its unique potential as an urban mixed-use development. Here at Pick Rogarth + Baumsnatch, we believe... https://t.co/7XkTyPppo7",4317,0,"[{""screen_name"": ""BryceElder"", ""name"": ""C:\\temp\\"", ""id"": 18975847, ""id_str"": ""18975847"", ""indices"": [3, 14]}]"
1831,1831,0.4215,0.0,0.887,0.113,TheStalwart,2019-04-17 11:15:58,He wisely and capably leads a process in which monetary policy decisions are based on data and objective analysis Janet Yellen on Jerome Powell ,,2,23,[]
1832,1832,0.0,0.0,1.0,0.0,TheStalwart,2019-04-17 11:19:02, Steve Forbes probably Maybe Tyler Cowen,,1,3,"[{""screen_name"": ""dougtee"", ""name"": ""doug tee"", ""id"": 195157522, ""id_str"": ""195157522"", ""indices"": [0, 8]}]"
1833,1833,0.4404,0.0,0.256,0.7440000000000001,TheStalwart,2019-04-17 11:21:25, Thanks Sid,,0,3,"[{""screen_name"": ""_SidVerma"", ""name"": ""Sid Verma"", ""id"": 233998905, ""id_str"": ""233998905"", ""indices"": [0, 10]}]"
1834,1834,0.0,0.0,1.0,0.0,TheStalwart,2019-04-17 11:54:51,RT Get up to speed first thing in the morning with our Five Things email Sign up here for Asia Europe ,Get up to speed first thing in the morning with our Five Things email Sign up here for: Asia - https://t.co/0XUivNBv6y Europe - https://t.co/2ud1bGJ5ID And America - https://t.co/wkAEmn58aM,8,0,"[{""screen_name"": ""markets"", ""name"": ""Bloomberg Markets"", ""id"": 69620713, ""id_str"": ""69620713"", ""indices"": [3, 11]}]"
1835,1835,0.0,0.0,1.0,0.0,TheStalwart,2019-04-17 12:12:01,RT Theres a guy on the train with a Yeti backpack Who knew a 500 water cooler would be the beginning of a lifestyle brand ,There's a guy on the train with a Yeti backpack. Who knew a $500 water cooler would be the beginning of a lifestyle brand 🕴️,6,0,"[{""screen_name"": ""firstadopter"", ""name"": ""\ud83d\udcc9Tae Kim"", ""id"": 16598957, ""id_str"": ""16598957"", ""indices"": [3, 16]}]"
1836,1836,0.7233,0.07400000000000001,0.665,0.261,TheStalwart,2019-04-17 12:20:38,RT Our profile of Don Quijote arguable the most successful and interesting retailer in Japan right now Its secret sauce Let ,Our profile of Don Quijote — arguable the most successful and interesting retailer in Japan right now. Its secret sauce? Let the store employees run with it. https://t.co/Wrf2HxdKY0,31,0,"[{""screen_name"": ""lisadont"", ""name"": ""Lisa Du"", ""id"": 21250548, ""id_str"": ""21250548"", ""indices"": [3, 12]}]"
1837,1837,0.0,0.0,1.0,0.0,TheStalwart,2019-04-17 13:20:24,RT Rivington Tattoo Calls it Quits After 8 Years ,Rivington Tattoo Calls it Quits After 8 Years https://t.co/bkfikmB7jX,2,0,"[{""screen_name"": ""boweryboogie"", ""name"": ""Bowery Boogie"", ""id"": 18041284, ""id_str"": ""18041284"", ""indices"": [3, 16]}]"
1838,1838,-0.7971,0.311,0.6890000000000001,0.0,TheStalwart,2019-04-17 13:21:25,RT I have no idea about the background of this dispute but under what circumstances would it be possibly be unethical for ,"I have no idea about the background of this dispute, but under what circumstances would it be possibly be ""unethical"" for a journalist to block somebody on Twitter? https://t.co/ZChFTexIKL",6,0,"[{""screen_name"": ""philipaklein"", ""name"": ""Philip Klein"", ""id"": 20378448, ""id_str"": ""20378448"", ""indices"": [3, 16]}]"
1839,1839,0.0,0.0,1.0,0.0,TheStalwart,2019-04-17 13:23:41,RT This is my summary of the market so far this year ,This is my summary of the market so far this year. https://t.co/NCS3RtcMzE,11,0,"[{""screen_name"": ""TheStalwart"", ""name"": ""Joe Weisenthal"", ""id"": 14096763, ""id_str"": ""14096763"", ""indices"": [3, 15]}]"
1840,1840,0.0,0.0,1.0,0.0,TheStalwart,2019-04-17 13:24:06, Right that I could see,,0,2,"[{""screen_name"": ""JodyShenn"", ""name"": ""Jody Shenn"", ""id"": 386878542, ""id_str"": ""386878542"", ""indices"": [0, 10]}, {""screen_name"": ""philipaklein"", ""name"": ""Philip Klein"", ""id"": 20378448, ""id_str"": ""20378448"", ""indices"": [11, 24]}]"
1841,1841,0.0,0.0,1.0,0.0,TheStalwart,2019-04-17 13:31:30,RT US stocks open higher ,U.S. stocks open higher https://t.co/fqDLkFkTf9 https://t.co/0o22h4Pwhx,75,0,"[{""screen_name"": ""markets"", ""name"": ""Bloomberg Markets"", ""id"": 69620713, ""id_str"": ""69620713"", ""indices"": [3, 11]}]"
1842,1842,0.0,0.0,1.0,0.0,TheStalwart,2019-04-17 13:51:47,RT at my first concert i m gonna sit on stage tweeting the whole night with old town road on loop in the background,at my first concert i’m gonna sit on stage tweeting the whole night with old town road on loop in the background,3072,0,"[{""screen_name"": ""LilNasX"", ""name"": ""nope"", ""id"": 754006735468261376, ""id_str"": ""754006735468261376"", ""indices"": [3, 11]}]"
1843,1843,0.5367,0.0,0.8370000000000001,0.163,TheStalwart,2019-04-17 13:53:09,RT Well Im not going to beat this headline today so I may as well go home FOXCONN S GOU SEA GODDESS TELLS ME TO RUN FO ,"Well, I'm not going to beat this headline today, so I may as well go home: *FOXCONN’S GOU: SEA GODDESS TELLS ME TO RUN FOR TAIWAN PRESIDENT",5,0,"[{""screen_name"": ""tina_davis"", ""name"": ""Tina Davis"", ""id"": 156981745, ""id_str"": ""156981745"", ""indices"": [3, 14]}]"
1844,1844,-0.7269,0.23399999999999999,0.7659999999999999,0.0,TheStalwart,2019-04-17 14:15:06,RT At least the fear of an irresponsible Fed printing QE sowing seeds of our inflationary demise has been replaced by these c ,"At least the fear of an irresponsible Fed printing QE, sowing seeds of our inflationary demise, has been replaced by ""these clowns can't even generate inflation"", so I guess that's progress https://t.co/XXkV4TgETQ",7,0,"[{""screen_name"": ""mark_dow"", ""name"": ""Dow"", ""id"": 286654612, ""id_str"": ""286654612"", ""indices"": [3, 12]}]"
1845,1845,0.0,0.0,1.0,0.0,TheStalwart,2019-04-17 14:33:38,Man these markets are a snooze fest Over the last 5 trading days stocks are only up at a 40 annualized rate,,2,21,[]
1846,1846,0.1779,0.114,0.7120000000000001,0.174,TheStalwart,2019-04-17 15:01:26,This is the market chart of the moment Health care stocks are crumbling alongside growing investor fear that Medicare For All is coming ,,108,378,[]
1847,1847,0.128,0.1,0.779,0.121,TheStalwart,2019-04-17 15:03:53,The countrys largest health insurer United Healthcare has lost nearly 45 billion in market capitalization in the last three months ,,35,169,[]
1848,1848,-0.3612,0.111,0.889,0.0,TheStalwart,2019-04-17 15:06:37,RT Just to add a little fuel to the emerging debate about Germanys debt brake The BMF published its Stability program today ,Just to add a little fuel to the emerging debate about Germany's debt brake: The BMF published its Stability program today. It expects a structural budget SURPLUS of 0.5% until 2023 thanks to strong state finances. Maybe let's spend that before we change the constitution? https://t.co/PhubKZELx2,21,0,"[{""screen_name"": ""OliverRakau"", ""name"": ""Oliver Rakau"", ""id"": 3381355079, ""id_str"": ""3381355079"", ""indices"": [3, 15]}]"
1849,1849,0.34,0.0,0.825,0.175,TheStalwart,2019-04-17 15:10:02,RT Amazon CEO pointed to merchants selling on the platform to downplay the online retail giants growing power Y ,Amazon CEO @jeffbezos pointed to merchants selling on the platform to downplay the online retail giant's growing power. Yet those merchants are the ones feeling Amazon's squeeze: https://t.co/M0TTl5J2aj,5,0,"[{""screen_name"": ""spencersoper"", ""name"": ""Spencer Soper"", ""id"": 25115027, ""id_str"": ""25115027"", ""indices"": [3, 16]}, {""screen_name"": ""JeffBezos"", ""name"": ""Jeff Bezos"", ""id"": 15506669, ""id_str"": ""15506669"", ""indices"": [29, 39]}]"
1850,1850,0.6739,0.0,0.684,0.316,TheStalwart,2019-04-17 15:11:39,RT SCOOP Hulu and Netflix could face subpoenas over their dueling Fyre Festival documentaries ,🚨SCOOP🚨 Hulu and Netflix could face subpoenas over their dueling Fyre Festival documentaries https://t.co/bcbGHu7m6Y https://t.co/PZvUZLR0aw,100,0,"[{""screen_name"": ""polly"", ""name"": ""Polly Mosendz"", ""id"": 95108733, ""id_str"": ""95108733"", ""indices"": [3, 9]}]"
1851,1851,0.3612,0.0,0.848,0.152,TheStalwart,2019-04-17 15:23:52,RT I agree with For too long the has given insufficient attention to full employment When ,"I agree with @joshbivens_DC: For too long, the @Federalreserve has given insufficient attention to full employment. When the Fed reviews its policies in Chicago this June, I hope they consider ways to achieve maximum employment. Wage growth is good! https://t.co/wbRIbuDXKa",13,0,"[{""screen_name"": ""RepChuyGarcia"", ""name"": ""Congressman Chuy Garc\u00eda"", ""id"": 1082427779583541248, ""id_str"": ""1082427779583541248"", ""indices"": [3, 17]}, {""screen_name"": ""joshbivens_DC"", ""name"": ""Josh Bivens"", ""id"": 1395149942, ""id_str"": ""1395149942"", ""indices"": [32, 46]}, {""screen_name"": ""federalreserve"", ""name"": ""Federal Reserve"", ""id"": 26538229, ""id_str"": ""26538229"", ""indices"": [66, 81]}]"
1852,1852,-0.0258,0.114,0.777,0.109,TheStalwart,2019-04-17 15:36:18,RT The freefall in health insurance stocks should stop well before November 2020 a Goldman Sachs analyst says ,"The free-fall in health insurance stocks should stop well before November 2020, a Goldman Sachs analyst says https://t.co/xyaesVElk9",9,0,"[{""screen_name"": ""business"", ""name"": ""Bloomberg"", ""id"": 34713362, ""id_str"": ""34713362"", ""indices"": [3, 12]}]"
1853,1853,0.0,0.0,1.0,0.0,TheStalwart,2019-04-17 16:08:18,RT ,@TheBubbleBubble @DavidBeckworth @Neil_Irwin @greg_ip @ryanavent @mattyglesias @TheStalwart @ctorresreporter @boes_ @ModeledBehavior Maybe the person named @TheBubbleBubble is inclined to see bubbles? 😀,11,0,"[{""screen_name"": ""neelkashkari"", ""name"": ""Neel Kashkari"", ""id"": 1135512301, ""id_str"": ""1135512301"", ""indices"": [3, 16]}, {""screen_name"": ""TheBubbleBubble"", ""name"": ""Jesse Colombo"", ""id"": 320524842, ""id_str"": ""320524842"", ""indices"": [18, 34]}, {""screen_name"": ""DavidBeckworth"", ""name"": ""David Beckworth"", ""id"": 465922900, ""id_str"": ""465922900"", ""indices"": [35, 50]}, {""screen_name"": ""Neil_Irwin"", ""name"": ""Neil Irwin"", ""id"": 156016878, ""id_str"": ""156016878"", ""indices"": [51, 62]}, {""screen_name"": ""greg_ip"", ""name"": ""Greg Ip"", ""id"": 234409558, ""id_str"": ""234409558"", ""indices"": [63, 71]}, {""screen_name"": ""ryanavent"", ""name"": ""Ryan Avent"", ""id"": 17142046, ""id_str"": ""17142046"", ""indices"": [72, 82]}, {""screen_name"": ""mattyglesias"", ""name"": ""Matthew Yglesias"", ""id"": 15446531, ""id_str"": ""15446531"", ""indices"": [83, 96]}, {""screen_name"": ""TheStalwart"", ""name"": ""Joe Weisenthal"", ""id"": 14096763, ""id_str"": ""14096763"", ""indices"": [97, 109]}, {""screen_name"": ""ctorresreporter"", ""name"": ""Craig Torres"", ""id"": 2208111308, ""id_str"": ""2208111308"", ""indices"": [110, 126]}, {""screen_name"": ""boes_"", ""name"": ""Matthew B"", ""id"": 42570063, ""id_str"": ""42570063"", ""indices"": [127, 133]}]"
1854,1854,0.3167,0.086,0.7759999999999999,0.139,TheStalwart,2019-04-17 16:16:27,RT The two companies that control the worlds mobile internet blocked the worlds most valuable startup at the directive of the ,"The two companies that control the world's mobile internet blocked the world's most valuable startup at the directive of the world's biggest democracy, which is remaking its regulatory approach in the fashion of the world's biggest country. https://t.co/a2u6r0f0hO",19,0,"[{""screen_name"": ""mhbergen"", ""name"": ""Mark Bergen"", ""id"": 17261311, ""id_str"": ""17261311"", ""indices"": [3, 12]}]"
1855,1855,-0.5267,0.23600000000000002,0.764,0.0,TheStalwart,2019-04-17 16:25:42,RT That is the stupidest comment I have ever read in my life,@ellenroseman @awealthofcs @DaveRamsey That is the stupidest comment I have ever read in my life,1,0,"[{""screen_name"": ""SuzeOrmanShow"", ""name"": ""Suze Orman"", ""id"": 26551204, ""id_str"": ""26551204"", ""indices"": [3, 17]}, {""screen_name"": ""ellenroseman"", ""name"": ""Ellen Roseman"", ""id"": 18164340, ""id_str"": ""18164340"", ""indices"": [19, 32]}, {""screen_name"": ""awealthofcs"", ""name"": ""Ben Carlson"", ""id"": 97530284, ""id_str"": ""97530284"", ""indices"": [33, 45]}, {""screen_name"": ""DaveRamsey"", ""name"": ""Dave Ramsey"", ""id"": 8559342, ""id_str"": ""8559342"", ""indices"": [46, 57]}]"
1856,1856,0.29600000000000004,0.0,0.833,0.16699999999999998,TheStalwart,2019-04-17 16:30:37,And before you write off IG Meme Union Local 69420 as a joke ,,5,26,[]
1857,1857,0.0,0.0,1.0,0.0,TheStalwart,2019-04-17 16:32:13,Peru ExPresident Dies After Shooting Himself During Police Raid ,,2,3,[]
1858,1858,0.0,0.0,1.0,0.0,TheStalwart,2019-04-17 16:32:37, I just tweet the facts Let others interpret them,,0,3,"[{""screen_name"": ""teasri"", ""name"": ""Sri Thiruvadanthai"", ""id"": 52491924, ""id_str"": ""52491924"", ""indices"": [0, 7]}]"
1859,1859,-0.4019,0.105,0.895,0.0,TheStalwart,2019-04-17 16:37:00, I think the main problem is nobody knows how to generate inflation except and and nobody at the FedECBBOJ seems to be reading their tweets,,0,5,"[{""screen_name"": ""conorsen"", ""name"": ""Conor Sen"", ""id"": 70778344, ""id_str"": ""70778344"", ""indices"": [0, 9]}, {""screen_name"": ""ModeledBehavior"", ""name"": ""Adam Ozimek"", ""id"": 159904799, ""id_str"": ""159904799"", ""indices"": [85, 101]}, {""screen_name"": ""ryanavent"", ""name"": ""Ryan Avent"", ""id"": 17142046, ""id_str"": ""17142046"", ""indices"": [106, 116]}]"
1860,1860,0.6977,0.098,0.747,0.155,TheStalwart,2019-04-17 16:40:45,Heres a question for monetarist twitter So the argument is we cant conclude that central banks are ineffective at generating inflation because they havent really tried Fair but then what would be a good outcomeblind test to see what really trying looks like,,3,25,[]
1861,1861,0.29600000000000004,0.061,0.826,0.113,TheStalwart,2019-04-17 16:45:29, So the thesis that the Fed is capable of of generating inflation if it just tries hard enough cant be disproven,,0,3,"[{""screen_name"": ""binarybits"", ""name"": ""Timothy B. Lee"", ""id"": 14165170, ""id_str"": ""14165170"", ""indices"": [0, 11]}]"
1862,1862,0.0,0.0,1.0,0.0,TheStalwart,2019-04-17 16:58:01,QCOM hitting 100 will be the ultimate GapsGetFilled moment ,,0,5,[]
1863,1863,-0.34,0.253,0.584,0.162,TheStalwart,2019-04-17 17:01:44,RT Some say Bogot feels like Casablanca during World War II ,"""Some say Bogotá feels like Casablanca during World War II."" https://t.co/9oglEYwOlu",24,0,"[{""screen_name"": ""atossaaraxia"", ""name"": ""Atossa Araxia Abrahamian"", ""id"": 228437800, ""id_str"": ""228437800"", ""indices"": [3, 16]}]"
1864,1864,0.0,0.0,1.0,0.0,TheStalwart,2019-04-17 17:17:02,RT Is Bloomingdales just ripping pages out of Adbusters and running them unironically as ads ,Is Bloomingdales just ripping pages out of Adbusters and running them unironically as ads https://t.co/E608QJRSAF,2,0,"[{""screen_name"": ""GerritD"", ""name"": ""Gerrit De Vynck"", ""id"": 18699145, ""id_str"": ""18699145"", ""indices"": [3, 11]}]"
1865,1865,0.0,0.0,1.0,0.0,TheStalwart,2019-04-17 17:19:30, how specifically Beyond one time Permanent money drops,,0,0,"[{""screen_name"": ""pegobry"", ""name"": ""PEG"", ""id"": 3639301, ""id_str"": ""3639301"", ""indices"": [0, 8]}]"
1866,1866,0.0,0.0,1.0,0.0,TheStalwart,2019-04-17 17:20:38,Said it a long time ago Buttigieg is for the bluchex ,,1,10,[]
1867,1867,0.0,0.0,1.0,0.0,TheStalwart,2019-04-17 17:23:14,RT Why By backward induction we know that rates will rise dramatically after 25 years if inflation were ,"@binarybits @TheStalwart Why? By backward induction, we know that rates will rise dramatically after 25 years if inflation were to rise. So, inflation will not rise.",1,0,"[{""screen_name"": ""teasri"", ""name"": ""Sri Thiruvadanthai"", ""id"": 52491924, ""id_str"": ""52491924"", ""indices"": [3, 10]}, {""screen_name"": ""binarybits"", ""name"": ""Timothy B. Lee"", ""id"": 14165170, ""id_str"": ""14165170"", ""indices"": [12, 23]}, {""screen_name"": ""TheStalwart"", ""name"": ""Joe Weisenthal"", ""id"": 14096763, ""id_str"": ""14096763"", ""indices"": [24, 36]}]"
1868,1868,0.8151,0.096,0.664,0.239,TheStalwart,2019-04-17 17:25:36, MMT is crazy but if only the Fed would drop money out of helicopters and promise to pin interest rates at zero for the next 25 years is a view that respectable people have around here,,1,8,"[{""screen_name"": ""conorsen"", ""name"": ""Conor Sen"", ""id"": 70778344, ""id_str"": ""70778344"", ""indices"": [0, 9]}]"
1869,1869,-0.3327,0.078,0.922,0.0,TheStalwart,2019-04-17 17:29:50, The mechanism is everyone watching the news becomes aware that the Fed is targeting higher inflation and then the next day workers show up and demand more money and then companies raise their prices to offset that Whats so hard to understand,,2,31,"[{""screen_name"": ""teasri"", ""name"": ""Sri Thiruvadanthai"", ""id"": 52491924, ""id_str"": ""52491924"", ""indices"": [0, 7]}]"
1870,1870,0.0,0.0,1.0,0.0,TheStalwart,2019-04-17 17:31:21, What do you mean,,0,1,"[{""screen_name"": ""t0nyyates"", ""name"": ""Tony Yates"", ""id"": 21510888, ""id_str"": ""21510888"", ""indices"": [0, 10]}, {""screen_name"": ""jp_koning"", ""name"": ""JP Koning"", ""id"": 921839401, ""id_str"": ""921839401"", ""indices"": [11, 21]}]"
1871,1871,0.0,0.0,1.0,0.0,TheStalwart,2019-04-17 17:35:15, But as points out helicopter drops are fiscal policy so it doesnt prove much either way,,0,2,"[{""screen_name"": ""pegobry"", ""name"": ""PEG"", ""id"": 3639301, ""id_str"": ""3639301"", ""indices"": [0, 8]}, {""screen_name"": ""teasri"", ""name"": ""Sri Thiruvadanthai"", ""id"": 52491924, ""id_str"": ""52491924"", ""indices"": [9, 16]}, {""screen_name"": ""LJKawa"", ""name"": ""Luke Kawa"", ""id"": 601154827, ""id_str"": ""601154827"", ""indices"": [24, 31]}]"
1872,1872,0.6652,0.0,0.738,0.262,TheStalwart,2019-04-17 17:37:05, Why does that merit a lol Giving people money directly is what George W Bush did It may be good or not but its not monetary policy,,0,2,"[{""screen_name"": ""pegobry"", ""name"": ""PEG"", ""id"": 3639301, ""id_str"": ""3639301"", ""indices"": [0, 8]}, {""screen_name"": ""teasri"", ""name"": ""Sri Thiruvadanthai"", ""id"": 52491924, ""id_str"": ""52491924"", ""indices"": [9, 16]}, {""screen_name"": ""LJKawa"", ""name"": ""Luke Kawa"", ""id"": 601154827, ""id_str"": ""601154827"", ""indices"": [17, 24]}]"
1873,1873,-0.0772,0.085,0.915,0.0,TheStalwart,2019-04-17 17:44:10, You should refute rather than respond to a serious discussion with glib lols and rhetorical questions,,0,1,"[{""screen_name"": ""pegobry"", ""name"": ""PEG"", ""id"": 3639301, ""id_str"": ""3639301"", ""indices"": [0, 8]}, {""screen_name"": ""LJKawa"", ""name"": ""Luke Kawa"", ""id"": 601154827, ""id_str"": ""601154827"", ""indices"": [9, 16]}, {""screen_name"": ""leighblue"", ""name"": ""Leigh Caldwell"", ""id"": 11888192, ""id_str"": ""11888192"", ""indices"": [17, 27]}, {""screen_name"": ""teasri"", ""name"": ""Sri Thiruvadanthai"", ""id"": 52491924, ""id_str"": ""52491924"", ""indices"": [28, 35]}]"
1874,1874,0.0,0.0,1.0,0.0,TheStalwart,2019-04-17 17:45:55, I dont think thats the definition of monetary policy,,0,3,"[{""screen_name"": ""pegobry"", ""name"": ""PEG"", ""id"": 3639301, ""id_str"": ""3639301"", ""indices"": [0, 8]}, {""screen_name"": ""LJKawa"", ""name"": ""Luke Kawa"", ""id"": 601154827, ""id_str"": ""601154827"", ""indices"": [9, 16]}, {""screen_name"": ""leighblue"", ""name"": ""Leigh Caldwell"", ""id"": 11888192, ""id_str"": ""11888192"", ""indices"": [17, 27]}, {""screen_name"": ""teasri"", ""name"": ""Sri Thiruvadanthai"", ""id"": 52491924, ""id_str"": ""52491924"", ""indices"": [28, 35]}]"
1875,1875,0.2144,0.0,0.883,0.11699999999999999,TheStalwart,2019-04-17 17:50:16, Yes but knows what Bernanke doesnt know that its the literal definition of monetary policy,,0,2,"[{""screen_name"": ""LJKawa"", ""name"": ""Luke Kawa"", ""id"": 601154827, ""id_str"": ""601154827"", ""indices"": [0, 7]}, {""screen_name"": ""pegobry"", ""name"": ""PEG"", ""id"": 3639301, ""id_str"": ""3639301"", ""indices"": [8, 16]}, {""screen_name"": ""leighblue"", ""name"": ""Leigh Caldwell"", ""id"": 11888192, ""id_str"": ""11888192"", ""indices"": [17, 27]}, {""screen_name"": ""teasri"", ""name"": ""Sri Thiruvadanthai"", ""id"": 52491924, ""id_str"": ""52491924"", ""indices"": [28, 35]}, {""screen_name"": ""pegobry"", ""name"": ""PEG"", ""id"": 3639301, ""id_str"": ""3639301"", ""indices"": [45, 53]}]"
